time,"V(LX|XA4)","I(LX|XA4)"
0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-13,-4.877431e-05,8.579375e-14
2.000000e-13,-6.377418e-05,1.039502e-13
3.000000e-13,-6.988998e-05,1.198415e-13
4.000000e-13,-7.612601e-05,1.482927e-13
5.000000e-13,-8.309760e-05,1.849081e-13
6.000000e-13,-8.906764e-05,2.250399e-13
7.000000e-13,-9.245132e-05,2.652812e-13
8.000000e-13,-9.246957e-05,3.024397e-13
9.000000e-13,-8.917746e-05,3.330687e-13
1.000000e-12,-8.332240e-05,3.533937e-13
1.100000e-12,-7.613151e-05,2.736173e-13
1.200000e-12,-6.904719e-05,2.435314e-13
1.300000e-12,-6.344081e-05,1.950813e-13
1.400000e-12,-6.035090e-05,1.125107e-13
1.500000e-12,-6.029382e-05,1.550865e-15
1.600000e-12,-6.318115e-05,-1.295714e-13
1.700000e-12,-6.835679e-05,-2.720673e-13
1.800000e-12,-7.474285e-05,-4.158862e-13
1.900000e-12,-8.106252e-05,-5.488558e-13
2.000000e-12,-8.609417e-05,-6.554163e-13
2.100000e-12,-8.890631e-05,-7.156394e-13
2.200000e-12,-8.902835e-05,-7.062594e-13
2.300000e-12,-8.652635e-05,-6.052894e-13
2.400000e-12,-8.197217e-05,-4.002186e-13
2.500000e-12,-7.631587e-05,-9.742822e-14
2.600000e-12,-7.068916e-05,2.713226e-13
2.700000e-12,-6.618055e-05,6.494331e-13
2.800000e-12,-6.362618e-05,9.648716e-13
2.900000e-12,-6.345660e-05,1.146826e-12
3.000000e-12,-6.562685e-05,1.144920e-12
3.100000e-12,-6.964094e-05,9.451386e-13
3.200000e-12,-7.466276e-05,5.775858e-13
3.300000e-12,-7.968910e-05,1.135446e-13
3.400000e-12,-8.374931e-05,-3.481400e-13
3.500000e-12,-8.609190e-05,-7.031849e-13
3.600000e-12,-8.632237e-05,-8.684766e-13
3.700000e-12,-8.446738e-05,-8.073471e-13
3.800000e-12,-8.095528e-05,-5.463824e-13
3.900000e-12,-7.651992e-05,-1.769289e-13
4.000000e-12,-7.204874e-05,1.625231e-13
4.100000e-12,-6.840657e-05,3.213280e-13
4.200000e-12,-6.626969e-05,1.809713e-13
4.300000e-12,-6.600176e-05,-3.037618e-13
4.400000e-12,-6.759411e-05,-1.079420e-12
4.500000e-12,-7.067983e-05,-1.993003e-12
4.600000e-12,-7.461643e-05,-2.817698e-12
4.700000e-12,-7.861886e-05,-3.300747e-12
4.800000e-12,-8.191565e-05,-3.223922e-12
4.900000e-12,-8.389706e-05,-2.464097e-12
5.000000e-12,-8.422697e-05,-1.040086e-12
5.100000e-12,-8.289824e-05,8.675466e-13
5.200000e-12,-8.022290e-05,2.933551e-12
5.300000e-12,-7.676126e-05,4.744593e-12
5.400000e-12,-7.320595e-05,5.887560e-12
5.500000e-12,-7.024448e-05,6.050795e-12
5.600000e-12,-6.842753e-05,5.112288e-12
5.700000e-12,-6.806784e-05,3.189017e-12
5.800000e-12,-6.918822e-05,6.300455e-13
5.900000e-12,-7.152680e-05,-2.049610e-12
6.000000e-12,-7.459684e-05,-4.281471e-12
6.100000e-12,-7.778759e-05,-5.576962e-12
6.200000e-12,-8.048560e-05,-5.649879e-12
6.300000e-12,-8.219244e-05,-4.497297e-12
6.400000e-12,-8.261617e-05,-2.416301e-12
6.500000e-12,-8.172021e-05,5.245082e-14
6.600000e-12,-7.972157e-05,2.246285e-12
6.700000e-12,-7.704072e-05,3.541965e-12
6.800000e-12,-7.421438e-05,3.518991e-12
6.900000e-12,-7.178911e-05,2.082545e-12
7.000000e-12,-7.021678e-05,-4.889238e-13
7.100000e-12,-6.977155e-05,-3.588849e-12
7.200000e-12,-7.050354e-05,-6.414203e-12
7.300000e-12,-7.223680e-05,-8.154593e-12
7.400000e-12,-7.461041e-05,-8.194174e-12
7.500000e-12,-7.715351e-05,-6.277412e-12
7.600000e-12,-7.937872e-05,-2.597309e-12
7.700000e-12,-8.087552e-05,2.218200e-12
7.800000e-12,-8.138574e-05,7.223292e-12
7.900000e-12,-8.084741e-05,1.135271e-11
8.000000e-12,-7.939982e-05,1.365979e-11
8.100000e-12,-7.735019e-05,1.354041e-11
8.200000e-12,-7.510967e-05,1.088950e-11
8.300000e-12,-7.311190e-05,6.149201e-12
8.400000e-12,-7.173013e-05,2.320555e-13
8.500000e-12,-7.120857e-05,-5.668227e-12
8.600000e-12,-7.162053e-05,-1.033780e-11
8.700000e-12,-7.286027e-05,-1.281635e-11
8.800000e-12,-7.466901e-05,-1.261954e-11
8.900000e-12,-7.668903e-05,-9.857219e-12
9.000000e-12,-7.853463e-05,-5.217631e-12
9.100000e-12,-7.986599e-05,1.814827e-13
9.200000e-12,-8.045168e-05,5.043651e-12
9.300000e-12,-8.020866e-05,8.190962e-12
9.400000e-12,-7.921284e-05,8.840605e-12
9.500000e-12,-7.767929e-05,6.796372e-12
9.600000e-12,-7.591712e-05,2.508668e-12
9.700000e-12,-7.426811e-05,-3.014161e-12
9.800000e-12,-7.304149e-05,-8.426190e-12
9.900000e-12,-7.245698e-05,-1.234789e-11
1.000000e-11,-7.260657e-05,-1.368525e-11
1.010000e-11,-7.344155e-05,-1.189109e-11
1.020000e-11,-7.478639e-05,-7.108089e-12
1.030000e-11,-7.637588e-05,-1.594523e-13
1.040000e-11,-7.790782e-05,7.612453e-12
1.050000e-11,-7.910088e-05,1.462557e-11
1.060000e-11,-7.974646e-05,1.939540e-11
1.070000e-11,-7.974520e-05,2.085690e-11
1.080000e-11,-7.912180e-05,1.860094e-11
1.090000e-11,-7.801617e-05,1.297329e-11
1.100000e-11,-7.665342e-05,5.013475e-12
1.110000e-11,-7.529911e-05,-3.754730e-12
1.120000e-11,-7.420845e-05,-1.163737e-11
1.130000e-11,-7.357931e-05,-1.712236e-11
1.140000e-11,-7.351733e-05,-1.919452e-11
1.150000e-11,-7.401942e-05,-1.754625e-11
1.160000e-11,-7.497799e-05,-1.263912e-11
1.170000e-11,-7.620441e-05,-5.603167e-12
1.180000e-11,-7.746666e-05,2.004183e-12
1.190000e-11,-7.853378e-05,8.528454e-12
1.200000e-11,-7.921858e-05,1.256769e-11
1.210000e-11,-7.941073e-05,1.326785e-11
1.220000e-11,-7.909452e-05,1.050233e-11
1.230000e-11,-7.834855e-05,4.898609e-12
1.240000e-11,-7.732806e-05,-2.293082e-12
1.250000e-11,-7.623370e-05,-9.461274e-12
1.260000e-11,-7.527320e-05,-1.497051e-11
1.270000e-11,-7.462290e-05,-1.750448e-11
1.280000e-11,-7.439644e-05,-1.634432e-11
1.290000e-11,-7.462606e-05,-1.152510e-11
1.300000e-11,-7.525934e-05,-3.838614e-12
1.310000e-11,-7.617165e-05,5.317704e-12
1.320000e-11,-7.719140e-05,1.421473e-11
1.330000e-11,-7.813301e-05,2.113282e-11
1.340000e-11,-7.883125e-05,2.470167e-11
1.350000e-11,-7.917080e-05,2.417122e-11
1.360000e-11,-7.910555e-05,1.956067e-11
1.370000e-11,-7.866467e-05,1.165731e-11
1.380000e-11,-7.794477e-05,1.866538e-12
1.390000e-11,-7.709006e-05,-8.056547e-12
1.400000e-11,-7.626457e-05,-1.634121e-11
1.410000e-11,-7.562175e-05,-2.153613e-11
1.420000e-11,-7.527699e-05,-2.278126e-11
1.430000e-11,-7.528802e-05,-1.996518e-11
1.440000e-11,-7.564636e-05,-1.373881e-11
1.450000e-11,-7.628106e-05,-5.384368e-12
1.460000e-11,-7.707358e-05,3.434322e-12
1.470000e-11,-7.788076e-05,1.099151e-11
1.480000e-11,-7.856148e-05,1.582783e-11
1.490000e-11,-7.900200e-05,1.702513e-11
1.500000e-11,-7.913551e-05,1.437658e-11
1.510000e-11,-7.895256e-05,8.421415e-12
1.520000e-11,-7.850085e-05,3.392309e-13
1.530000e-11,-7.787474e-05,-8.274783e-12
1.540000e-11,-7.719683e-05,-1.571086e-11
1.550000e-11,-7.659508e-05,-2.046552e-11
1.560000e-11,-7.617979e-05,-2.152305e-11
1.570000e-11,-7.602448e-05,-1.854614e-11
1.580000e-11,-7.615400e-05,-1.194137e-11
1.590000e-11,-7.654172e-05,-2.788372e-12
1.600000e-11,-7.711594e-05,7.353662e-12
1.610000e-11,-7.777413e-05,1.672615e-11
1.620000e-11,-7.840216e-05,2.368658e-11
1.630000e-11,-7.889496e-05,2.700200e-11
1.640000e-11,-7.917477e-05,2.606799e-11
1.650000e-11,-7.920409e-05,2.101469e-11
1.660000e-11,-7.899089e-05,1.268211e-11
1.670000e-11,-7.858576e-05,2.470547e-12
1.680000e-11,-7.807153e-05,-7.906027e-12
1.690000e-11,-7.754767e-05,-1.671942e-11
1.700000e-11,-7.711224e-05,-2.252647e-11
1.710000e-11,-7.684468e-05,-2.441608e-11
1.720000e-11,-7.679254e-05,-2.216153e-11
1.730000e-11,-7.696416e-05,-1.625273e-11
1.740000e-11,-7.732849e-05,-7.804050e-12
1.750000e-11,-7.782178e-05,1.644908e-12
1.760000e-11,-7.835983e-05,1.039987e-11
1.770000e-11,-7.885333e-05,1.690600e-11
1.780000e-11,-7.922356e-05,2.001454e-11
1.790000e-11,-7.941580e-05,1.917628e-11
1.800000e-11,-7.940799e-05,1.452984e-11
1.810000e-11,-7.921353e-05,6.871219e-12
1.820000e-11,-7.887778e-05,-2.488243e-12
1.830000e-11,-7.846918e-05,-1.194955e-11
1.840000e-11,-7.806663e-05,-1.989938e-11
1.850000e-11,-7.774559e-05,-2.498229e-11
1.860000e-11,-7.756517e-05,-2.632589e-11
1.870000e-11,-7.755846e-05,-2.368201e-11
1.880000e-11,-7.772773e-05,-1.746145e-11
1.890000e-11,-7.804500e-05,-8.658376e-12
1.900000e-11,-7.845782e-05,1.321305e-12
1.910000e-11,-7.889908e-05,1.089708e-11
1.920000e-11,-7.929890e-05,1.857571e-11
1.930000e-11,-7.959671e-05,2.319373e-11
1.940000e-11,-7.975126e-05,2.410073e-11
1.950000e-11,-7.974700e-05,2.125444e-11
1.960000e-11,-7.959591e-05,1.521395e-11
1.970000e-11,-7.933454e-05,7.034920e-12
1.980000e-11,-7.901707e-05,-1.913669e-12
1.990000e-11,-7.870552e-05,-1.017906e-11
2.000000e-11,-7.845903e-05,-1.646190e-11
2.010000e-11,-2.954969e-05,-1.982218e-11
2.020000e-11,-1.446965e-05,-1.981933e-11
2.030000e-11,-8.193234e-06,-1.656715e-11
2.040000e-11,-1.547078e-06,-1.069896e-11
2.050000e-11,6.227649e-06,-3.252004e-12
2.060000e-11,1.345013e-05,4.508008e-12
2.070000e-11,1.846008e-05,1.129391e-11
2.080000e-11,2.026093e-05,1.600364e-11
2.090000e-11,1.857931e-05,1.789452e-11
2.100000e-11,1.379064e-05,1.669770e-11
2.110000e-11,6.794736e-06,1.265351e-11
2.120000e-11,-1.161040e-06,6.461845e-12
2.130000e-11,-8.702958e-06,-8.435802e-13
2.140000e-11,-1.456656e-05,-8.074134e-12
2.150000e-11,-1.780755e-05,-1.408567e-11
2.160000e-11,-1.795212e-05,-1.796329e-11
2.170000e-11,-1.506274e-05,-1.916064e-11
2.180000e-11,-9.711342e-06,-1.757317e-11
2.190000e-11,-2.868064e-06,-1.353712e-11
2.200000e-11,4.273005e-06,-7.758598e-12
2.210000e-11,1.050014e-05,-1.187368e-12
2.220000e-11,1.478764e-05,5.142882e-12
2.230000e-11,1.646344e-05,1.028212e-11
2.240000e-11,1.531363e-05,1.351301e-11
2.250000e-11,1.160743e-05,1.445803e-11
2.260000e-11,6.039718e-06,1.312776e-11
2.270000e-11,-3.975883e-07,9.903136e-12
2.280000e-11,-6.591956e-06,5.455921e-12
2.290000e-11,-1.150260e-05,6.227141e-13
2.300000e-11,-1.433516e-05,-3.743999e-12
2.310000e-11,-1.466913e-05,-6.920829e-12
2.320000e-11,-1.251781e-05,-8.429571e-12
2.330000e-11,-8.313159e-06,-8.106023e-12
2.340000e-11,-2.820794e-06,-6.112554e-12
2.350000e-11,2.998135e-06,-2.895355e-12
2.360000e-11,8.153677e-06,9.038182e-13
2.370000e-11,1.179406e-05,4.565042e-12
2.380000e-11,1.334536e-05,7.416551e-12
2.390000e-11,1.260116e-05,8.948907e-12
2.400000e-11,9.748347e-06,8.898174e-12
2.410000e-11,5.325593e-06,7.284505e-12
2.420000e-11,1.230603e-07,4.400293e-12
2.430000e-11,-4.958338e-06,7.510133e-13
2.440000e-11,-9.062892e-06,-3.039537e-12
2.450000e-11,-1.152398e-05,-6.341619e-12
2.460000e-11,-1.197154e-05,-8.628935e-12
2.470000e-11,-1.038593e-05,-9.565806e-12
2.480000e-11,-7.090981e-06,-9.057890e-12
2.490000e-11,-2.689501e-06,-7.259311e-12
2.500000e-11,2.046011e-06,-4.536900e-12
2.510000e-11,6.307862e-06,-1.399266e-12
2.520000e-11,9.389856e-06,1.596128e-12
2.530000e-11,1.080346e-05,3.941630e-12
2.540000e-11,1.035456e-05,5.266893e-12
2.550000e-11,8.168805e-06,5.400367e-12
2.560000e-11,4.662206e-06,4.394399e-12
2.570000e-11,4.631863e-07,2.509995e-12
2.580000e-11,-3.699596e-06,1.644970e-13
2.590000e-11,-7.123542e-06,-2.147831e-12
2.600000e-11,-9.250477e-06,-3.947522e-12
2.610000e-11,-9.757035e-06,-4.857200e-12
2.620000e-11,-8.602538e-06,-4.669015e-12
2.630000e-11,-6.027684e-06,-3.380824e-12
2.640000e-11,-2.505909e-06,-1.195583e-12
2.650000e-11,1.342860e-06,1.515151e-12
2.660000e-11,4.860515e-06,4.276740e-12
2.670000e-11,7.462496e-06,6.594548e-12
2.680000e-11,8.734261e-06,8.040402e-12
2.690000e-11,8.496756e-06,8.327754e-12
2.700000e-11,6.830599e-06,7.362643e-12
2.710000e-11,4.055762e-06,5.261598e-12
2.720000e-11,6.711805e-07,2.333232e-12
2.730000e-11,-2.734533e-06,-9.732812e-13
2.740000e-11,-5.585261e-06,-4.143765e-12
2.750000e-11,-7.414625e-06,-6.685256e-12
2.760000e-11,-7.941810e-06,-8.207869e-12
2.770000e-11,-7.113741e-06,-8.488365e-12
2.780000e-11,-5.107513e-06,-7.505106e-12
2.790000e-11,-2.293993e-06,-5.439224e-12
2.800000e-11,8.300822e-07,-2.642550e-12
2.810000e-11,3.729187e-06,4.217750e-13
2.820000e-11,5.920202e-06,3.255987e-12
2.830000e-11,7.052390e-06,5.409056e-12
2.840000e-11,6.963068e-06,6.549517e-12
2.850000e-11,5.700183e-06,6.517975e-12
2.860000e-11,3.508732e-06,5.350749e-12
2.870000e-11,7.841443e-07,3.270943e-12
2.880000e-11,-1.998678e-06,6.487031e-13
2.890000e-11,-4.367933e-06,-2.062275e-12
2.900000e-11,-5.934707e-06,-4.400952e-12
2.910000e-11,-6.456452e-06,-5.974829e-12
2.920000e-11,-5.873833e-06,-6.522932e-12
2.930000e-11,-4.315555e-06,-5.955879e-12
2.940000e-11,-2.071343e-06,-4.367208e-12
2.950000e-11,4.613787e-07,-2.014991e-12
2.960000e-11,2.847385e-06,7.224652e-13
2.970000e-11,4.687981e-06,3.409154e-12
2.980000e-11,5.687205e-06,5.621814e-12
2.990000e-11,5.699024e-06,7.016986e-12
3.000000e-11,4.748060e-06,7.384080e-12
3.010000e-11,3.020947e-06,6.676196e-12
3.020000e-11,8.305024e-07,5.014123e-12
3.030000e-11,-1.440587e-06,2.663414e-12
3.040000e-11,-3.406420e-06,-1.109361e-14
3.050000e-11,-4.743279e-06,-2.605270e-12
3.060000e-11,-5.242639e-06,-4.739943e-12
3.070000e-11,-4.843181e-06,-6.118854e-12
3.080000e-11,-3.636999e-06,-6.571281e-12
3.090000e-11,-1.849759e-06,-6.073219e-12
3.100000e-11,2.010609e-07,-4.744788e-12
3.110000e-11,2.162193e-06,-2.825383e-12
3.120000e-11,3.705078e-06,-6.314706e-13
3.130000e-11,4.580585e-06,1.495642e-12
3.140000e-11,4.658916e-06,3.243502e-12
3.150000e-11,3.948370e-06,4.375232e-12
3.160000e-11,2.590292e-06,4.762223e-12
3.170000e-11,8.316475e-07,4.398215e-12
3.180000e-11,-1.019575e-06,3.393336e-12
3.190000e-11,-2.648126e-06,1.949999e-12
3.200000e-11,-3.785013e-06,3.254801e-13
3.210000e-11,-4.251708e-06,-1.212051e-12
3.220000e-11,-3.987785e-06,-2.426515e-12
3.230000e-11,-3.057819e-06,-3.149050e-12
3.240000e-11,-1.637006e-06,-3.300115e-12
3.250000e-11,2.145537e-08,-2.895912e-12
3.260000e-11,1.631188e-06,-2.039167e-12
3.270000e-11,2.921810e-06,-8.968095e-13
3.280000e-11,3.684095e-06,3.309914e-13
3.290000e-11,3.803631e-06,1.444911e-12
3.300000e-11,3.277616e-06,2.278005e-12
3.310000e-11,2.212366e-06,2.719779e-12
3.320000e-11,8.024364e-07,2.729400e-12
3.330000e-11,-7.046360e-07,2.336637e-12
3.340000e-11,-2.051636e-06,1.631273e-12
3.350000e-11,-3.015429e-06,7.436037e-13
3.360000e-11,-3.443735e-06,-1.799901e-13
3.370000e-11,-3.278899e-06,-1.001905e-12
3.380000e-11,-2.564984e-06,-1.614370e-12
3.390000e-11,-1.437513e-06,-1.953499e-12
3.400000e-11,-9.807901e-08,-2.004623e-12
3.410000e-11,1.221467e-06,-1.798848e-12
3.420000e-11,2.298929e-06,-1.402323e-12
3.430000e-11,2.958983e-06,-9.008149e-13
3.440000e-11,3.101493e-06,-3.827598e-13
3.450000e-11,2.716413e-06,7.603716e-14
3.460000e-11,1.883077e-06,4.234932e-13
3.470000e-11,7.543998e-07,6.365466e-13
3.480000e-11,-4.709441e-07,7.202991e-13
3.490000e-11,-1.583355e-06,7.018346e-13
3.500000e-11,-2.398037e-06,6.205060e-13
3.510000e-11,-2.785552e-06,5.170284e-13
3.520000e-11,-2.692151e-06,4.237736e-13
3.530000e-11,-2.146759e-06,3.582301e-13
3.540000e-11,-1.253797e-06,3.207962e-13
3.550000e-11,-1.734864e-07,2.970789e-13
3.560000e-11,9.067117e-07,2.638959e-13
3.570000e-11,1.804452e-06,1.974043e-13
3.580000e-11,2.373129e-06,8.136514e-14
3.590000e-11,2.525648e-06,-8.644202e-14
3.600000e-11,2.247538e-06,-2.912116e-13
3.610000e-11,1.597444e-06,-5.023224e-13
3.620000e-11,6.952634e-07,-6.786528e-13
3.630000e-11,-2.997724e-07,-7.769828e-13
3.640000e-11,-1.217075e-06,-7.617662e-13
3.650000e-11,-1.903845e-06,-6.142004e-13
3.660000e-11,-2.250400e-06,-3.385954e-13
3.670000e-11,-2.207522e-06,3.547777e-14
3.680000e-11,-1.793092e-06,4.559856e-13
3.690000e-11,-1.087222e-06,8.559453e-13
3.700000e-11,-2.170235e-07,1.164488e-12
3.710000e-11,6.661275e-07,1.319564e-12
3.720000e-11,1.412787e-06,1.279986e-12
3.730000e-11,1.900607e-06,1.034506e-12
3.740000e-11,2.054245e-06,6.060603e-13
3.750000e-11,1.856827e-06,5.014330e-14
3.760000e-11,1.351218e-06,-5.527457e-13
3.770000e-11,6.311820e-07,-1.109501e-12
3.780000e-11,-1.758428e-07,-1.529672e-12
3.790000e-11,-9.311877e-07,-1.740999e-12
3.800000e-11,-1.508696e-06,-1.702476e-12
3.810000e-11,-1.815697e-06,-1.412560e-12
3.820000e-11,-1.807737e-06,-9.109362e-13
3.830000e-11,-1.494761e-06,-2.733247e-13
3.840000e-11,-9.379352e-07,3.999757e-13
3.850000e-11,-2.379133e-07,1.000034e-12
3.860000e-11,4.832251e-07,1.427139e-12
3.870000e-11,1.103159e-06,1.607609e-12
3.880000e-11,1.519973e-06,1.506696e-12
3.890000e-11,1.668804e-06,1.135351e-12
3.900000e-11,1.531796e-06,5.495521e-13
3.910000e-11,1.139845e-06,-1.578491e-13
3.920000e-11,5.660716e-07,-8.715636e-13
3.930000e-11,-8.767891e-08,-1.472300e-12
3.940000e-11,-7.088206e-07,-1.856195e-12
3.950000e-11,-1.193344e-06,-1.952031e-12
3.960000e-11,-1.463155e-06,-1.733361e-12
3.970000e-11,-1.478551e-06,-1.223500e-12
3.980000e-11,-1.243877e-06,-4.924982e-13
3.990000e-11,-8.055757e-07,3.534435e-13
4.000000e-11,-2.431956e-07,1.188442e-12
4.010000e-11,3.449385e-07,1.886641e-12
4.020000e-11,8.588310e-07,2.342001e-12
4.030000e-11,1.213736e-06,2.484981e-12
4.040000e-11,1.354048e-06,2.293448e-12
4.050000e-11,1.261902e-06,1.796050e-12
4.060000e-11,9.591719e-07,1.067517e-12
4.070000e-11,5.027045e-07,2.166728e-13
4.080000e-11,-2.623175e-08,-6.308976e-13
4.090000e-11,-5.363382e-07,-1.352684e-12
4.100000e-11,-9.419837e-07,-1.848379e-12
4.110000e-11,-1.177516e-06,-2.055209e-12
4.120000e-11,-1.207802e-06,-1.957047e-12
4.130000e-11,-1.033327e-06,-1.585913e-12
4.140000e-11,-6.891324e-07,-1.015752e-12
4.150000e-11,-2.379546e-07,-3.496111e-13
4.160000e-11,2.411200e-07,2.976106e-13
4.170000e-11,6.664486e-07,8.179781e-13
4.180000e-11,9.676809e-07,1.127857e-12
4.190000e-11,1.097328e-06,1.180994e-12
4.200000e-11,1.038160e-06,9.753048e-13
4.210000e-11,8.052986e-07,5.523679e-13
4.220000e-11,4.427896e-07,-1.016487e-14
4.230000e-11,1.537702e-08,-6.118987e-13
4.240000e-11,-4.029938e-07,-1.146495e-12
4.250000e-11,-7.419188e-07,-1.519142e-12
4.260000e-11,-9.463308e-07,-1.661853e-12
4.270000e-11,-9.853809e-07,-1.544127e-12
4.280000e-11,-8.569845e-07,-1.177377e-12
4.290000e-11,-5.873853e-07,-6.125110e-13
4.300000e-11,-2.259497e-07,6.876158e-14
4.310000e-11,1.637978e-07,7.673583e-13
4.320000e-11,5.152829e-07,1.382717e-12
4.330000e-11,7.702009e-07,1.828540e-12
4.340000e-11,8.881347e-07,2.045866e-12
4.350000e-11,8.528937e-07,2.011451e-12
4.360000e-11,6.745920e-07,1.740223e-12
4.370000e-11,3.872282e-07,1.281598e-12
4.380000e-11,4.229543e-08,7.104245e-13
4.390000e-11,-3.003911e-07,1.141859e-13
4.400000e-11,-5.830245e-07,-4.213333e-13
4.410000e-11,-7.595152e-07,-8.255338e-13
4.420000e-11,-8.029550e-07,-1.053468e-12
4.430000e-11,-7.096361e-07,-1.091678e-12
4.440000e-11,-4.990422e-07,-9.586249e-13
4.450000e-11,-2.099250e-07,-6.998383e-13
4.460000e-11,1.067635e-07,-3.787882e-13
4.470000e-11,3.968042e-07,-6.515743e-14
4.480000e-11,6.119520e-07,1.774408e-13
4.490000e-11,7.179177e-07,3.022265e-13
4.500000e-11,6.997787e-07,2.867448e-13
4.510000e-11,5.639737e-07,1.359324e-13
4.520000e-11,3.366365e-07,-1.196181e-13
4.530000e-11,5.864756e-08,-4.297542e-13
4.540000e-11,-2.216707e-07,-7.340557e-13
4.550000e-11,-4.569190e-07,-9.726492e-13
4.560000e-11,-6.086011e-07,-1.096661e-12
4.570000e-11,-6.533826e-07,-1.076538e-12
4.580000e-11,-5.866164e-07,-9.068856e-13
4.590000e-11,-4.226165e-07,-6.070783e-13
4.600000e-11,-1.917234e-07,-2.176717e-13
4.610000e-11,6.525586e-08,2.066850e-13
4.620000e-11,3.042215e-07,6.065371e-13
4.630000e-11,4.853152e-07,9.274914e-13
4.640000e-11,5.795336e-07,1.128980e-12
4.650000e-11,5.733303e-07,1.190471e-12
4.660000e-11,4.704843e-07,1.114130e-12
4.670000e-11,2.909912e-07,9.235959e-13
4.680000e-11,6.724656e-08,6.591474e-13
4.690000e-11,-1.617629e-07,3.702082e-13
4.700000e-11,-3.572230e-07,1.065223e-13
4.710000e-11,-4.870431e-07,-9.044358e-14
4.720000e-11,-5.310916e-07,-1.943980e-13
4.730000e-11,-4.842693e-07,-1.982750e-13
4.740000e-11,-3.569591e-07,-1.148006e-13
4.750000e-11,-1.728504e-07,2.644717e-14
4.760000e-11,3.542385e-08,1.849033e-13
4.770000e-11,2.320398e-07,3.167358e-13
4.780000e-11,3.841177e-07,3.830486e-13
4.790000e-11,4.671922e-07,3.571339e-13
4.800000e-11,4.691153e-07,2.295242e-13
4.810000e-11,3.917721e-07,9.986179e-15
4.820000e-11,2.503822e-07,-2.738692e-13
4.830000e-11,7.056631e-08,-5.811001e-13
4.840000e-11,-1.162629e-07,-8.642819e-13
4.850000e-11,-2.783644e-07,-1.077506e-12
4.860000e-11,-3.890384e-07,-1.184163e-12
4.870000e-11,-4.309974e-07,-1.163187e-12
4.880000e-11,-3.990295e-07,-1.012718e-12
4.890000e-11,-3.005477e-07,-7.505756e-13
4.900000e-11,-1.539942e-07,-4.114874e-13
4.910000e-11,1.457487e-08,-4.154497e-14
4.920000e-11,1.760956e-07,3.091633e-13
4.930000e-11,3.034856e-07,5.945205e-13
4.940000e-11,3.761623e-07,7.796276e-13
4.950000e-11,3.833419e-07,8.461440e-13
4.960000e-11,3.255938e-07,7.948635e-13
4.970000e-11,2.144363e-07,6.451334e-13
4.980000e-11,7.009377e-08,4.312473e-13
4.990000e-11,-8.215575e-08,1.964450e-13
5.000000e-11,-2.163873e-07,-1.446512e-14
5.010000e-11,-3.104249e-07,-1.626248e-13
5.020000e-11,-3.494848e-07,-2.215484e-13
5.030000e-11,-3.284697e-07,-1.814039e-13
5.040000e-11,-2.525659e-07,-5.047694e-14
5.050000e-11,-1.360864e-07,1.463862e-13
5.060000e-11,1.948020e-10,3.720641e-13
5.070000e-11,1.327258e-07,5.834390e-13
5.080000e-11,2.392294e-07,7.386202e-13
5.090000e-11,3.024299e-07,8.039234e-13
5.100000e-11,3.128339e-07,7.594745e-13
5.110000e-11,2.701220e-07,6.025450e-13
5.120000e-11,1.829538e-07,3.481046e-13
5.130000e-11,6.726099e-08,2.653665e-14
5.140000e-11,-5.664102e-08,-3.210798e-13
5.150000e-11,-1.676033e-07,-6.493333e-13
5.160000e-11,-2.472379e-07,-9.154456e-13
5.170000e-11,-2.829486e-07,-1.085722e-12
5.180000e-11,-2.698997e-07,-1.140475e-12
5.190000e-11,-2.116215e-07,-1.076668e-12
5.200000e-11,-1.191859e-07,-9.079248e-13
5.210000e-11,-9.131579e-09,-6.619555e-13
5.220000e-11,9.947762e-08,-3.758825e-13
5.230000e-11,1.883402e-07,-9.025549e-14
5.240000e-11,2.429866e-07,1.572584e-13
5.250000e-11,2.551183e-07,3.375051e-13
5.260000e-11,2.238417e-07,4.339222e-13
5.270000e-11,1.556179e-07,4.444689e-13
5.280000e-11,6.297171e-08,3.811700e-13
5.290000e-11,-3.778809e-08,2.674264e-13
5.300000e-11,-1.294261e-07,1.335980e-13
5.310000e-11,-1.967163e-07,1.162782e-14
5.320000e-11,-2.289585e-07,-7.039474e-14
5.330000e-11,-2.216623e-07,-9.285086e-14
5.340000e-11,-1.771359e-07,-4.767079e-14
5.350000e-11,-1.039116e-07,6.057437e-14
5.360000e-11,-1.513522e-08,2.156808e-13
5.370000e-11,7.377892e-08,3.926913e-13
5.380000e-11,1.478124e-07,5.621231e-13
5.390000e-11,1.948681e-07,6.948232e-13
5.400000e-11,2.077329e-07,7.666512e-13
5.410000e-11,1.851637e-07,7.622457e-13
5.420000e-11,1.319349e-07,6.773021e-13
5.430000e-11,5.786886e-08,5.190485e-13
5.440000e-11,-2.396018e-08,3.049068e-13
5.450000e-11,-9.952225e-08,5.961879e-14
5.460000e-11,-1.562270e-07,-1.886479e-13
5.470000e-11,-1.850108e-07,-4.125543e-13
5.480000e-11,-1.817712e-07,-5.895145e-13
5.490000e-11,-1.479248e-07,-7.046838e-13
5.500000e-11,-9.001773e-08,-7.525784e-13
5.510000e-11,-1.848090e-08,-7.371414e-13
5.520000e-11,5.423690e-08,-6.703246e-13
5.530000e-11,1.158257e-07,-5.694977e-13
5.540000e-11,1.561891e-07,-4.541735e-13
